,ABN,Index_Link,Legal_Name,Town/Suburb,State,Status,Size,website,revenue,expenses,causes,lastreport,religious_ref,Number_of_Responsible_Persons,Registration_Date,Date_Organisation_Established
1548,96161067492,https://www.acnc.gov.au/charity/charities/f6cd47e7-39af-e811-a960-000d3ad24282/profile,Pollinate Group Ltd,South Melbourne,VIC,Registered,Medium,https://pollinategroup.org/,895403.0,1044444.0,Adults - aged 25 to under 65; Females; Financially disadvantaged people; Males; Overseas communities or charities; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; Unemployed persons; Youth - 15 to under 25,28 Jan 2022,0.0,12.0,03/12/2012,01/01/2012
1549,75392907369,https://www.acnc.gov.au/charity/charities/08a3fdf9-39af-e811-a960-000d3ad24282/profile,Shirelive Foundation,Sutherland,NSW,Registered,Medium,,531102.0,525313.0,General community in Australia,3 Jun 2022,1.0,9.0,03/12/2012,07/01/2006
1550,93368715779,https://www.acnc.gov.au/charity/charities/022ebc82-39af-e811-a960-000d3ad24282/profile,Moura Coal And Country Festival Association Inc,Unavailable,Unavailable,Registered,Medium,http://www.mouracoalandcountryfestival.com/,616386.0,449344.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Youth - 15 to under 25,20 May 2022,0.0,5.0,03/12/2012,01/01/1989
1551,97350905064,https://www.acnc.gov.au/charity/charities/9dc9868f-39af-e811-a960-000d3ad24282/profile,United Way Glenelg Victoria Incorporated,Portland,VIC,Registered,Medium,http://unitedwayglenelg.com.au/,295809.0,245559.0,Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; Financially disadvantaged people; Males; People in rural/regional/remote communities; People with chronic illness (including terminal illness); People with disabilities; Unemployed persons; Veterans and/or their families; Youth - 15 to under 25,7 Jul 2022,0.0,15.0,03/12/2012,01/01/1999
1552,48164092373,https://www.acnc.gov.au/charity/charities/9f16aa95-39af-e811-a960-000d3ad24282/profile,Saving Perth Animals From Euthanasia Incorporated,Joondalup Dc,WA,Registered,Medium,http://www.safeperth.com.au/,385234.0,347805.0,Animals; Environment; Families; General community in Australia,23 Dec 2020,0.0,4.0,03/12/2012,01/01/2007
1553,97261973792,https://www.acnc.gov.au/charity/charities/9ac9868f-39af-e811-a960-000d3ad24282/profile,Integreat Queensland Inc.,Gladstone Central,QLD,Registered,Medium,http://www.win-australia.org.au/,450837.0,570356.0,"Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; Financially disadvantaged people; Gay, lesbian, bisexual, transgender or intersex persons; General community in Australia; Migrants, refugees or asylum seekers; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; People with disabilities; Unemployed persons; Victims of disaster; Youth - 15 to under 25",18 Jan 2021,0.0,2.0,03/12/2012,01/01/2010
1554,77243318376,https://www.acnc.gov.au/charity/charities/8eada29b-39af-e811-a960-000d3ad24282/profile,St Peters Community Preschool Inc,St Peters,NSW,Registered,Medium,http://www.stpeterscommunitypreschool.com.au/,560809.0,629385.0,Early childhood - aged under 6,27 Jun 2022,0.0,6.0,03/12/2012,01/01/1983
1555,43105467574,https://www.acnc.gov.au/charity/charities/5baea29b-39af-e811-a960-000d3ad24282/profile,Chiselhurst Kindergarten Association Inc,Toowoomba,QLD,Registered,Medium,http://www.chiselhurst.com.au/,741971.0,744272.0,Early childhood - aged under 6,6 May 2022,0.0,9.0,03/12/2012,01/01/1982
1556,31678766114,https://www.acnc.gov.au/charity/charities/4b1199a1-39af-e811-a960-000d3ad24282/profile,Scots' Presbyterian Church Of Australia Drouin,Drouin,VIC,Registered,Medium,https://drouinpresbyterian.org.au/,0.0,0.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Youth - 15 to under 25,27 Dec 2021,1.0,17.0,03/12/2012,31/12/1879
1557,13000397080,https://www.acnc.gov.au/charity/charities/68b3a29b-39af-e811-a960-000d3ad24282/profile,"Elderslee Foundation, Australia Ltd",Palmdale,NSW,Registered,Medium,https://eldersleefoundation.org.au/,318329.0,686678.0,Adults - aged 65 and over,5 May 2022,0.0,6.0,03/12/2012,01/01/1962
1558,68075860713,https://www.acnc.gov.au/charity/charities/2dc9868f-39af-e811-a960-000d3ad24282/profile,Energizer Church Inc,Moonah,TAS,Registered,Medium,http://www.yourchurch.org.au/,406157.0,482659.0,Children - aged 6 to under 15; Families; Females; General community in Australia; Males; People at risk of homelessness/ people experiencing homelessness; People with disabilities; Unemployed persons; Youth - 15 to under 25,16 Jun 2022,1.0,5.0,03/12/2012,01/01/1992
1559,85807131301,https://www.acnc.gov.au/charity/charities/7d1999a1-39af-e811-a960-000d3ad24282/profile,International Swaminarayan Stsang Organisation (NSW) Incorporated,Norwest,NSW,Registered,Medium,,492047.0,213869.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Families; Females; General community in Australia; Males; Youth - 15 to under 25,17 Aug 2022,1.0,3.0,03/12/2012,01/01/2002
1560,86159027068,https://www.acnc.gov.au/charity/charities/b3aa4fe1-39af-e811-a960-000d3ad24282/profile,Paediatric Nursing Services,Inglewood,WA,Registered,Medium,https://paediatricnursingservices.org.au/,529877.0,549715.0,Children - aged 6 to under 15; Families; Other; People at risk of homelessness/ people experiencing homelessness; Youth - 15 to under 25,7 Feb 2022,0.0,3.0,03/12/2012,18/06/2012
1561,72704515571,https://www.acnc.gov.au/charity/charities/0eaf4fe1-39af-e811-a960-000d3ad24282/profile,DEBRA Australia,Unavailable,Unavailable,Registered,Medium,http://www.debra.org.au/,847963.0,813892.0,Families; Other; People with chronic illness (including terminal illness); People with disabilities,31 Dec 2021,0.0,10.0,03/12/2012,12/04/2012
1562,63108281269,https://www.acnc.gov.au/charity/charities/4cb34fe1-39af-e811-a960-000d3ad24282/profile,CJD Support Group Network Pty Ltd,Glenhaven,NSW,Registered,Medium,http://www.cjdsupport.org.au/,316532.0,279999.0,General community in Australia; Other,2 Feb 2022,0.0,7.0,01/04/2013,09/03/2004
1563,97671128158,https://www.acnc.gov.au/charity/charities/bb8543db-39af-e811-a960-000d3ad24282/profile,Community Environment Network Inc,Ourimbah,NSW,Registered,Medium,http://www.cen.org.au/,711431.0,718144.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Animals; Environment; General community in Australia; Youth - 15 to under 25,8 Aug 2022,0.0,5.0,03/12/2012,01/01/2000
1564,42982916703,https://www.acnc.gov.au/charity/charities/88ae4fe1-39af-e811-a960-000d3ad24282/profile,Mandandanji Charitable Trust,Roma,QLD,Registered,Medium,http://www.mandandanji.com.au/,458311.0,690040.0,Aboriginal and Torres Strait Islander people,16 Mar 2020,0.0,11.0,03/12/2012,18/10/2010
1565,86061168527,https://www.acnc.gov.au/charity/charities/67b64fe1-39af-e811-a960-000d3ad24282/profile,Surfrider Foundation Limited,Coledale,NSW,Registered,Medium,http://www.surfrider.org.au/,264061.0,246867.0,Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Animals; Children - aged 6 to under 15; Early childhood - aged under 6; Environment; Families; Females; General community in Australia; Males; Other charities; People with disabilities; Youth - 15 to under 25,13 Dec 2021,0.0,10.0,03/12/2012,01/07/1991
1566,77159305236,https://www.acnc.gov.au/charity/charities/85ce47e7-39af-e811-a960-000d3ad24282/profile,Ausimed Limited,Caulfield South,VIC,Registered,Medium,http://www.ausimed.org/,338239.0,267808.0,Children - aged 6 to under 15; Financially disadvantaged people; Overseas communities or charities; People from a culturally and linguistically diverse background; Youth - 15 to under 25,19 Jan 2022,0.0,9.0,03/12/2012,01/01/2012
1567,18163014328,https://www.acnc.gov.au/charity/charities/b0d247e7-39af-e811-a960-000d3ad24282/profile,Kids Like Us Australia Limited,Beaumaris,VIC,Registered,Medium,http://www.kidslikeus.org.au/,799623.0,727820.0,Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; Financially disadvantaged people; Males; People at risk of homelessness/ people experiencing homelessness; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; People with chronic illness (including terminal illness); People with disabilities; Unemployed persons; Victims of crime (including family violence); Youth - 15 to under 25,28 Apr 2022,0.0,8.0,25/03/2013,25/03/2013
1568,97707145488,https://www.acnc.gov.au/charity/charities/0cd447e7-39af-e811-a960-000d3ad24282/profile,St Stephens Anglican Church,Adamstown,NSW,Registered,Medium,http://sstephens.org.au/,272171.0,268656.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Families; Financially disadvantaged people; General community in Australia,24 Jun 2022,1.0,5.0,03/12/2012,
1569,37569075271,https://www.acnc.gov.au/charity/charities/3816aa95-39af-e811-a960-000d3ad24282/profile,Kapit-Bahayan Co-Operative Ltd,Auburn,NSW,Registered,Medium,,385551.0,409308.0,Families; Financially disadvantaged people; People at risk of homelessness/ people experiencing homelessness; People from a culturally and linguistically diverse background,9 Apr 2021,0.0,1.0,03/12/2012,01/01/1996
1570,68074535461,https://www.acnc.gov.au/charity/charities/9ec8868f-39af-e811-a960-000d3ad24282/profile,Northern Aboriginal Cultural And Educational Association Limited,Coconut Grove,NT,Registered,Medium,,849281.0,980155.0,Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; Males; People at risk of homelessness/ people experiencing homelessness; People in rural/regional/remote communities; People with chronic illness (including terminal illness); People with disabilities; Unemployed persons; Youth - 15 to under 25,2 Dec 2021,0.0,15.0,03/12/2012,01/01/1996
1571,43084556717,https://www.acnc.gov.au/charity/charities/e3a9a29b-39af-e811-a960-000d3ad24282/profile,Mentone Pre School Association,Mentone,VIC,Registered,Medium,https://www.mentonepreschool.com.au/,509723.0,450912.0,Early childhood - aged under 6,31 Mar 2022,0.0,5.0,03/12/2012,01/01/1960
1572,13000860837,https://www.acnc.gov.au/charity/charities/99b3a29b-39af-e811-a960-000d3ad24282/profile,Macedonian Orthodox Community Of Australia Ltd,Rosebery,NSW,Registered,Medium,,274415.0,421324.0,Families; Females; Males; Other charities,2 May 2022,1.0,9.0,03/12/2012,
1573,97131577832,https://www.acnc.gov.au/charity/charities/83c4868f-39af-e811-a960-000d3ad24282/profile,Miraa House,Westlake,QLD,Registered,Medium,http://www.miraahouse.org/,487153.0,456322.0,Females; People with disabilities,26 May 2021,0.0,9.0,03/12/2012,01/01/2008
1574,13340576684,https://www.acnc.gov.au/charity/charities/f1a74fe1-39af-e811-a960-000d3ad24282/profile,Beyond Church Incorporated,Cessnock,NSW,Registered,Medium,http://www.beyondchurch.org.au/,592348.0,540736.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; Financially disadvantaged people; General community in Australia; Males; Other charities; Overseas communities or charities; People at risk of homelessness/ people experiencing homelessness; People in rural/regional/remote communities; People with disabilities; Unemployed persons; Youth - 15 to under 25,25 Apr 2022,1.0,8.0,03/12/2012,01/01/1989
1575,41534990348,https://www.acnc.gov.au/charity/charities/29cc47e7-39af-e811-a960-000d3ad24282/profile,Hampton Rsl Sub-Branch Incorporated,Hampton,VIC,Registered,Medium,http://www.hamptonrsl.com.au/,385886.0,292720.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Families; Females; Financially disadvantaged people; Males; People at risk of homelessness/ people experiencing homelessness; People with chronic illness (including terminal illness); People with disabilities; Veterans and/or their families,22 Jun 2022,0.0,8.0,03/12/2012,01/01/1916
1576,38426810655,https://www.acnc.gov.au/charity/charities/c7d047e7-39af-e811-a960-000d3ad24282/profile,Baw Baw Combined Churches Food Relief Inc.,Warragul,VIC,Registered,Medium,https://www.bawbawfoodrelief.org/,354227.0,114218.0,Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Families; Females; Financially disadvantaged people; Males; Other charities; People at risk of homelessness/ people experiencing homelessness; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; People with chronic illness (including terminal illness); People with disabilities; Pre/post release offenders and/or their families; Unemployed persons; Veterans and/or their families; Victims of crime (including family violence); Victims of disaster,21 Jan 2022,1.0,6.0,07/06/2013,01/07/2002
1577,18190386787,https://www.acnc.gov.au/charity/charities/70d147e7-39af-e811-a960-000d3ad24282/profile,Writing WA Inc,Perth,WA,Registered,Medium,http://www.writingwa.org/,398814.0,411306.0,Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Females; Males; Other; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; Youth - 15 to under 25,11 May 2022,0.0,9.0,03/12/2012,02/09/2005
1578,60813939038,https://www.acnc.gov.au/charity/charities/26f805f4-39af-e811-a960-000d3ad24282/profile,Sonlife Church Inc,Leederville,WA,Registered,Medium,http://sonlife.org.au/,820494.0,441661.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; General community in Australia; Males; People from a culturally and linguistically diverse background; Youth - 15 to under 25,13 Nov 2021,1.0,5.0,03/12/2012,
1579,88167623618,https://www.acnc.gov.au/charity/charities/7d540a08-3aaf-e811-a960-000d3ad24282/profile,Blue Hat Day Autism Awareness Ltd,Tennyson Point,NSW,Registered,Medium,http://www.bhdaa.org/,867650.0,701099.0,Males; People with disabilities; Youth - 15 to under 25,23 Nov 2021,0.0,5.0,20/01/2014,20/01/2014
1580,97264716134,https://www.acnc.gov.au/charity/charities/29cc868f-39af-e811-a960-000d3ad24282/profile,Parish Of Burnie,Hobart,TAS,Registered,Medium,http://www.anglicantas.org.au/,0.0,0.0,General community in Australia,23 Jan 2022,1.0,13.0,03/12/2012,31/12/1841
1581,58109336245,https://www.acnc.gov.au/charity/charities/a033547c-39af-e811-a960-000d3ad24282/profile,Children's Charity Network Limited,Lara,VIC,Registered,Medium,http://www.childrenscharity.com.au/,348379.0,267249.0,Aboriginal and Torres Strait Islander people; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; Financially disadvantaged people; General community in Australia; Males; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; People with disabilities; Pre/post release offenders and/or their families; Unemployed persons; Youth - 15 to under 25,19 Jan 2022,0.0,4.0,03/12/2012,01/01/2004
1582,58459163597,https://www.acnc.gov.au/charity/charities/c50d99a1-39af-e811-a960-000d3ad24282/profile,Stroke Recovery Assn Inc,Ryde,NSW,Registered,Medium,http://www.strokensw.org.au/,777729.0,527653.0,"Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Families; Females; Financially disadvantaged people; Gay, lesbian, bisexual, transgender or intersex persons; General community in Australia; Males; Migrants, refugees or asylum seekers; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; People with disabilities",30 Nov 2021,0.0,5.0,03/12/2012,01/01/1977
